TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.bookkeeper.bookie.LedgerEntryPage,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7811161041296776,811,579
